Compressed,Decompressed
12241,508298
8349,368849
6025,387613
8003,436443
12841,634273
9879,457768
7199,447111
11783,565579
5579,363596
6621,390038
9157,426507
6919,354836
14237,640203
11277,519714
6859,411167
7527,385450
7197,432550
11161,539244
8203,449685
6025,342697
8097,431616
9761,457362
5607,397221
10609,516592
