Compressed,Decompressed
67988,709955
54976,531969
32548,456351
49424,557274
60116,755633
55788,603931
32490,481460
63470,708735
35862,438977
38900,472387
54422,571419
42362,468325
83622,855181
62028,672945
43122,519078
45024,493353
39668,513875
63860,691400
49900,560391
36242,401905
49372,556901
59464,612610
28972,439472
56646,639341
