Image,Original,1,2,3,4
kodim01,14.9841512,0.152058919,0.420756022,1.072652181,1.69321696
kodim02,12.57314046,0.095906576,0.21883138,0.549173991,1.053243001
kodim03,10.23128255,0.083414714,0.199666341,0.463358561,0.834818522
kodim04,12.96858724,0.094685872,0.232543945,0.570129395,1.046081543
