Image,Original,1,2,3,4
kodim01,14.9841512,0.165222168,0.46862793,1.085489909,1.62890625
kodim02,12.57314046,0.103210449,0.234924316,0.571818034,1.08996582
kodim03,10.23128255,0.087422689,0.206319173,0.464518229,0.846964518
kodim04,12.96858724,0.098571777,0.246236165,0.583984375,1.07035319
