Compressed,Decompressed
27914,603511
21722,433084
15985,396533
20212,477139
27758,702134
24382,529747
16726,438995
26238,632634
15143,356155
16958,401241
22616,485023
18362,391929
32764,742029
26418,602881
17952,441514
20274,428523
17674,450884
25656,601018
20526,481139
15937,362485
20484,464233
23402,517043
14607,386976
24178,578359
