Compressed,Decompressed
88176,731048
75404,556348
53108,461088
69734,575338
78450,766209
78312,632143
51686,485894
82722,736226
61192,499152
61232,509849
74800,590991
63936,507460
103680,856336
82166,694698
64796,550685
67518,517079
60170,533351
83934,710304
70576,583795
58406,445026
73624,602611
78600,631406
52388,458284
75184,654230
