Compressed,Decompressed
54915,666424
27107,426759
22153,405879
27639,471553
54507,729688
42407,553739
26715,454135
58383,677919
23295,379287
24667,404816
36283,496837
23909,379083
73939,804447
43981,610998
26509,451435
29287,434660
26167,454108
45315,623129
32981,494892
25557,353900
38253,501415
35103,524433
20109,400089
45705,595497
