Compressed,Decompressed
140169,739191
84487,533953
60347,447864
81151,556996
126137,767169
110265,619903
66619,479324
145941,745173
64471,427528
67691,462484
100513,588421
70237,469649
186045,867927
117287,688753
78857,529983
82967,501786
73233,515884
122261,703060
94407,559569
72873,419006
100095,559579
101999,614978
55539,434879
117167,657522
