Compressed,Decompressed
78965,693889
40289,458350
31325,420186
40005,498674
73687,742155
60953,576305
36435,460070
82287,699110
32387,386268
34115,416531
52671,524654
34547,404051
108387,833603
62947,639185
39121,485704
42667,453557
36981,473299
64783,649319
48489,511751
36777,401910
54267,513335
51741,558716
27813,412984
65129,621373
