Compressed,Decompressed
48146,683794
36366,484883
22562,436037
32782,521163
44520,741051
39128,586929
23574,467344
44744,689452
21886,400381
25067,430002
37626,545722
28554,435125
57784,829272
43608,650417
28282,490466
31084,474331
26756,486048
43214,654254
33104,527548
23652,389579
32384,520579
40018,574492
18996,420444
40236,619649
