Compressed,Decompressed
27636,608042
21492,436089
14165,394713
19344,481055
28784,708067
23112,530240
15821,440714
26986,638183
12899,354768
15613,399885
22130,494041
17238,389999
32010,747640
26726,609749
16706,441065
18508,430581
17060,454928
25732,607361
19142,485779
13525,349601
18740,464998
23480,525343
12277,388804
24494,581091
