Compressed,Decompressed
92262,733048
78940,557931
47740,458217
71570,575861
81444,765156
76858,623581
47398,483094
88544,739006
61992,496156
62488,504025
75914,592322
62050,496249
111252,868344
85376,695323
63696,543487
63826,510433
59928,531286
91562,719144
72326,579025
54674,428935
75064,596276
84640,636054
47594,452258
79094,653728
