Compressed,Decompressed
6545,438381
4803,326243
3485,346129
4529,380686
7185,568644
5333,392805
4539,417534
6729,521858
3303,339582
3879,351630
4991,377210
3835,308918
7175,525447
6095,458480
4007,359441
4051,333432
4273,381630
6143,467887
4601,399482
3625,303706
4633,384033
5247,391535
3539,367091
5693,444222
