Image,Original,1,2,3,4,5,6,7,8
kodim01,14.9841512,0.128926595,0.186340332,0.406656901,0.52339681,0.958496094,1.362182617,1.860026042,2.441650391
kodim02,12.57314046,0.075866699,0.12705485,0.264953613,0.397379557,0.712565104,1.088053385,1.59387207,2.224324544
kodim03,10.23128255,0.062316895,0.096252441,0.182352702,0.263041178,0.436035156,0.637817383,0.938476563,1.41796875
kodim04,12.96858724,0.081522624,0.12677002,0.254048665,0.364298503,0.650268555,0.982340495,1.446655273,2.028849284
