Compressed,Decompressed
77841,705434
35469,459620
25469,436770
35243,512423
74337,749045
55769,582021
32009,477853
80977,701437
25629,409333
28723,435647
49515,543290
28473,413765
103377,848060
62145,650798
33669,480933
37191,471917
32509,481768
62185,660277
44683,533435
31039,364572
48743,527918
50099,573848
20493,418587
62645,629060
