Compressed,Decompressed
127775,743925
76405,529889
47867,435672
71779,554363
124543,771513
97267,616790
57699,467721
137579,756744
50397,413682
57219,457623
91725,588919
58683,459403
160511,874491
111495,695799
66851,513786
70307,499290
63859,513342
112733,711175
82657,559223
58325,389439
84389,545863
93705,615093
40959,420134
106371,659076
