Compressed,Decompressed
36183,614326
17765,409843
15120,420743
18303,457588
38331,707181
28567,533550
18969,465299
40829,650700
16196,395476
17077,415279
23895,475984
15948,382391
48589,753270
29481,577418
17735,466804
19113,416913
17583,455617
30553,600647
21547,469455
17061,385873
25831,493940
22715,495292
14044,431397
30933,579336
