Compressed,Decompressed
108163,719168
59451,493662
43869,427504
57659,523130
97597,754295
83355,596140
49631,461962
111773,721866
45207,390911
47979,426196
74239,553550
49837,428573
147665,853783
87777,665179
56273,496613
60615,472760
52411,489981
90733,671839
68861,531377
52489,384289
74801,528193
73873,583344
39211,415741
89227,635110
