Compressed,Decompressed
22619,550131
11336,377849
10028,394299
11844,423837
25467,672245
17977,486457
13032,453418
27113,619780
10944,370554
11526,396194
15182,437305
10406,351783
29691,674441
18809,536268
11528,429083
11966,382873
11644,437632
19329,561168
13728,432631
11166,373875
16679,456696
14130,452707
9812,407085
19669,541498
