Compressed,Decompressed
13174,485704
7258,362935
6438,377827
7534,405464
16174,629833
10772,443061
8714,444867
17305,585325
7222,361820
7524,384153
9338,416104
6616,341019
16771,588345
11454,499151
7326,409529
7046,355797
7520,421514
11530,509242
8654,412350
7260,366659
10246,425739
8388,416433
6668,398476
11716,498025
