Compressed,Decompressed
17376,547290
12901,385569
9815,369898
12403,441673
17698,661919
15043,484272
10859,426570
16762,600532
9413,339996
10555,382444
13795,443519
11001,357721
20276,674824
16305,552387
10909,412017
12287,392132
11005,425238
16089,558646
12727,449644
9807,343629
12731,429619
14293,475091
9309,374987
15075,537730
