Compressed,Decompressed
5485,435931
4189,309360
3407,316888
3985,359841
5939,561549
4611,381082
4163,401667
5551,506306
3529,315071
3745,334330
4367,362634
3569,296179
5693,506165
5199,455299
3677,338136
3863,319141
3959,375308
5109,453916
4163,379040
3549,294756
4325,366025
4391,383044
3679,343734
4739,436035
