Compressed,Decompressed
41712,656076
33590,484372
24092,424651
31088,513823
40120,733631
36828,574300
24316,456293
39148,675271
23966,389194
25882,430777
34280,528697
28286,429768
48400,790921
39338,641794
27730,477379
30906,466578
26446,478379
38368,642010
31054,518422
24488,387228
31698,506909
35652,561127
22104,409380
35846,608024
