Compressed,Decompressed
8986,509626
4280,471697
3626,477022
4366,504734
11856,645105
6966,503015
5700,537467
12374,605270
4180,467552
4520,502190
5938,499348
3856,449349
12040,624003
7534,556795
4430,492414
3714,451400
4664,506475
7802,553984
5024,504904
4412,398315
6794,482276
5200,505512
3950,511779
8176,573942
