Compressed,Decompressed
102221,732238
52911,500548
34959,451206
50543,541386
98251,762663
75279,606632
43035,487800
107707,731487
35139,421709
39517,449812
68449,573459
40787,447639
132541,864268
85149,679659
47855,509106
51665,500568
45323,505793
84695,683909
61675,554619
42813,373832
64617,545500
69561,601144
28437,435901
82835,648529
