Compressed,Decompressed
25415,575613
10014,364601
8654,385147
10512,424680
28193,686888
18577,493745
12380,450414
29739,628730
9394,366580
10088,388761
15352,443955
8782,339985
35313,727380
19645,543124
10298,422299
10808,382122
10902,441651
21087,577948
12730,436357
9918,353692
17023,466355
14496,459824
7838,392448
21723,554747
