Image,Original,1,2,3,4,5,6,7,8
kodim01,14.9841512,0.160807292,0.268025716,0.460184733,0.73614502,1.117248535,1.606547038,2.200581868,2.851745605
kodim02,12.57314046,0.096842448,0.147664388,0.23063151,0.36142985,0.551493327,0.819681803,1.209533691,1.718892415
kodim03,10.23128255,0.083780924,0.130981445,0.204020182,0.307617188,0.450703939,0.637308757,0.89251709,1.227762858
kodim04,12.96858724,0.093098958,0.153279622,0.240966797,0.372375488,0.562316895,0.813903809,1.173075358,1.651021322
