Image,Original,1,2,3,4,5,6,7,8
kodim01,14.9841512,0.182820638,0.313517253,0.517069499,0.802225749,1.134379069,1.583679199,2.079691569,2.59958903
kodim02,12.57314046,0.087076823,0.12886556,0.203735352,0.317179362,0.496643066,0.721618652,1.076477051,1.554463704
kodim03,10.23128255,0.073771159,0.113077799,0.176066081,0.26167806,0.375834147,0.518168132,0.711242676,0.973856608
kodim04,12.96858724,0.088826497,0.136149089,0.213867188,0.327067057,0.496073405,0.717020671,1.028299967,1.460347493
