Image,Original,1,2,3,4,5,6,7,8
kodim01,14.9841512,0.133158366,0.249043783,0.406860352,0.562255859,0.979532878,1.383219401,1.877075195,2.44917806
kodim02,12.57314046,0.097717285,0.16986084,0.290486654,0.437255859,0.739868164,1.118489583,1.606038411,2.243245443
kodim03,10.23128255,0.070902507,0.122578939,0.194885254,0.288187663,0.459025065,0.662190755,0.971272786,1.425292969
kodim04,12.96858724,0.092142741,0.162821452,0.266377767,0.393554688,0.666951497,1.005533854,1.456095378,2.050537109
